"COLLECTION_ID","SHORT_NAME","LONG_NAME","TYPE","DESCRIPTION"
"34","GHRSST Level 2P USA Remote Sensing Systems AMSRE SST","GHRSST-PP L2P Global Sea Surface Temperature SSTsub-skin observations from the AQUA Advanced Scanning Microwave Radiometer - Earth Observing System (AMSR-E)","PRODUCT","The Advanced Microwave Scanning Radiometer (AMSR-E) was launched on May 4, 2002, aboard NASA's Aqua spacecraft. The National Space Development Agency of Japan (NASDA) provided AMSR-E to NASA as an indispensable part of Aqua's global hydrology mission. Over the oceans, AMSR-E is  measuring a number of important geophysical parameters, including sea-surface temperature (SST), wind speed, atmospheric water vapor, cloud water, and rain rate. A key feature of AMSR-E is its capability to see through clouds, thereby providing an uninterrupted view of global SST and surface wind fields."
"39","GHRSST_UKMO_GLOB_L4_OSTIA_SST","GHRSST UK Met Office  Global L4 OSTIA merged SST","PRODUCT","A GHRSST Level 4 sea surface temperature analysis produced daily on an operational basis at the UK Met Office using optimal interpolation from AVHRR, AATSR, SEVIRI, AMSRE, TMI and in situ sensors. PO.DAAC, through the GHRSST Global Data Assembly Center (http://ghrsst.jpl.nasa.gov) acts as a global distribution node for all GHRSST L4 products in conjunction with the NOAA Longterm Stewardship and Reanalysis Facility (LTSRF; http://ghrsst.nodc.noaa.gov). More information on GHRSST can be found here: http://www.ghrsst-pp.org/."
"40","JASON-1","Jason-1","PROJECT","This collection references all of the datasets associated with the Jason-1 project."
"41","JASON-1_ALONG_TRACK_GRIDDED_SEA_SURFACE_HEIGHT_ANOMALY","Jason-1 Along Track Gridded Sea Surface Height Anomaly (ATGSSHA)","PRODUCT","The Jason-1 Along Track Gridded Sea Surface Height Anomaly (J1ATG_SSHA_V2) product is generated from the Jason-1 Sea Surface Height Anomaly (J1SSHA) product. There are 127 orbits per cycle and each orbit has a period of 112 minutes. The ground track of the orbits are about 315 km apart at the equator. Along track measurements are approximately 1 sec and 6 km apart. Each orbit is composed of 2 passes, one ascending from -66 deg to +66 deg latitude and the other descending from +66 deg to - 66 deg. The passes are organized this way to avoid data boundaries in the middle of the oceans. All odd-numbered passes are ascending and all even-numbered passes are descending. There are a maximum of 254 passes per cycle. It is organized as 1 file per cycle and contains a header record followed by 254 records of SSHA parameters. Each file record represents a pass file of the cycle and the SSHA parameters correspond to measurement values taken from the Jason-1 Sea Surface Height Anomaly (J1SSHA) product. The times and SSHA values from the J1SSHA products are gridded along the satellite ground track. Each SSHA value in the ATG was derived using a set of cubic spline coefficients with reference latitudes and longitudes as the independent variable. Thus, these interpreted SSHA values are tied to a fixed set of reference latitudes and longitudes. Also, before interpretation, the ionospheric correction used in the SSHA was replaced by a smoothed value by averaging 8 iono values before and after the given iono. The 8 iono values correspond to approximately 50 km along track on either side of the given location of the iono data point. The Sea Surface Height Anomaly, the only parameter in this product, represents the difference between the best estimate of the sea surface height and a mean sea surface. The sea surface height used was corrected for atmospheric effects (ionosphere, wet and dry troposphere), effects due to surfa 
ce conditions (electromagnetic bias), and other contributions (ocean tides, pole tide, and inverse barometer)."
"42","JASON-1_AUXILIARY_DATA","Jason-1 Auxiliary Data","PRODUCT","TBD"
"90","SEASAT_SMMR_LEVEL_2","Seasat scanning multichannel microwave radiometer GDR levels 1.5, 2","PRODUCT","The Seasat SMMR GDRs contain satellite sensor data that have been processed through the sensor and geophysical algorithms. Geophysical Records contain atmospheric water vapor, atmospheric liquid water, rain rate, sea surface temperature, and wind speed dat"
"91","Seasat scanning multichannel microwave radiometer sensor data record level 1a","Seasat scanning multichannel microwave radiometer sensor data record level 1a","PRODUCT","Investigators are referred to Product #24 for geophysical products."
"92","Seasat visible and infrared radiometer sensor data record ""78","Seasat visible and infrared radiometer sensor data record ""78","PRODUCT","None."
"93","TOPEX/POSEIDON_MERGED_GEOPHYSICAL_DATA_RECORD","TOPEX/Poseidon altimeter merged geophysical data record (NASA/PO.DAAC)","PRODUCT","Waveform data is not included in the MGDR. Waveform data is provided in product #35, the TOPEX altimeter sensor data record."
"94","WENTZ DEALIASED SASS","SEASAT SCATTEROMETER DEALIASED OCEAN WIND VECTORS (Wentz et al.)","PRODUCT","Contains Seasat-A Scatterometer (SASS) wind vector measurements for the entire Seasat mission, from July 1978 until October 1978. The data are global and presented chronologically in by swath. Each record contains data binned in 100 km cells. No wind vectors are computed for the cells along the left and right edges of the swath. Wind direction ambiguities are resolved using a global weather prediction model. This complete dataset is the result of the reprocessing efforts on behalf of Frank Wentz, Robert Atlas, and Michael Freilich. For more information, please refer to ftp://podaac.jpl.nasa.gov/pub/documents/dataset_docs/seasat_windvect_wentz.html"
"96","WENTZ SASS SIGMA-0","Seasat scatterometer global 50km sigma-0 data ""78 (Wentz)","PRODUCT","Contains Seasat-A Scatterometer (SASS) Sigma-0 measurements for the entire Seasat mission, from July 1978 until October 1978, produced by Frank Wentz at Remote Sensing Systems. The data are presented chronologically by swath and consist of the forward and aft values, binned in 50 km cells. For each cell there are 17 parameters including time, location, incidence angle, sigma-0, instrument corrections, and data quality. For more information, please refer to: ftp://podaac.jpl.nasa.gov/pub/documents/dataset_docs/seasat_sigma0_wentz.html"
"97","TOPEX/POSEIDON_SENSOR_DATA_RECORD","TOPEX altimeter sensor data record","PRODUCT","Investigators may find the Merged Geophysical Data Records (Product #28), which contains higher precision data which has been further processed from both altimeters, more useful. However, the MGDR does not contain waveformdata."
"98","TOPEX/POSEIDON_GEOPHYSICAL_DATA_RECORD","TOPEX altimeter geophysical data record","PRODUCT","Investigators may find the Merged Geophysical Data Records (Product #28), which contains data processed from both altimeters, more useful."
"99","ATLAS SSM/I GRIDDED MULTI-LEVEL SURFACE WIND ANALYSES","ATLAS SSM/I GRIDDED MULTI-LEVEL SURFACE WIND ANALYSES (Atlas et al.)","PRODUCT","Product currently retired due to superseded versions. To learn more about this product as well as newer versions, please contact PO.DAAC user services at podaac@podaac.jpl.nasa.gov"
"100","ERS-1 scatterometer value added wind vectors (Dunbar, Freilich)","ERS-1 scatterometer value added wind vectors (Dunbar, Freilich)","PRODUCT","None."
"101","ERS-1 scatterometer wind vectors and sigma-0 (ESA, JPL)","ERS-1 scatterometer wind vectors and sigma-0 (ESA, JPL)","PRODUCT","None."
"102","ERS-1 scatterometer wind vectors, sigma-0, value added wind vectors (ESA, JPL)","ERS-1 scatterometer wind vectors, sigma-0, value added wind vectors (ESA, JPL)","PRODUCT","Combination of Prod. 045 & 046, distributed together on exabyte tape."
"103","ERS-1 scatterometer wind vectors (IFREMER)","ERS-1 scatterometer wind vectors (IFREMER)","PRODUCT","None."
"104","TOPEX/POSEIDON_INTERMEDIATE_GEOPHYSICAL_DATA_RECORD","TOPEX altimeter intermediate geophysical data record (JPL)","PRODUCT","None."
"105","SSM/I PATHFINDER LEVEL 2 OCEAN WIND SPEED","SSM/I Pathfinder ocean wind speed level 2 (NOAA, NASA, MSFC, Wentz)","PRODUCT","This product consists of Level 2 wind speeds calculated over the ocean using the algorithms developed by F. Wentz. The data were derived from the SSM/I (Special Sensor Microwave Imager) instrument on the DMSP F-8 platform. Data is currently retired due to newer reprocessed versions being made available at Remote Sensing Systems."
"108","NSCAT LEVEL 1","NSCAT Level 1 Engineering Data Record","PRODUCT","NSCAT Level 1 data contains all of the telemetry processing from the Level 0 data. The NSCAT telemetry, received as a continuous time-ordered series of data frames, is converted from the instrument data numbers (DN) into engineering units (EU) via known calibration formulas. The EU data which is subcommutated over several frames is then tracked and inserted into each Level 1 data record. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"112","NSCAT LEVEL 3","NSCAT Level 3 Daily Gridded Ocean Wind Vectors","PRODUCT","The NASA Scatterometer (NSCAT) Level 3 daily gridded ocean wind vectors are provided at 0.5 degree spatial resolution for ascending and descending passes; wind vectors are averaged at points where adjacent passes overlap. The local time at the equator for the ascending node is 2230 +/- 30 minutes; the local time at the equator for the descending node is 1030 +/- 30 minutes. Wind vectors are accurate to within 2 m/s (vector speed) and 20 degrees (vector direction). Wind vectors are not considered valid in rain contaminated regions; rain flags and precipitation information are not provided. Data is flagged where measurements are either missing, ambiguous, or contaminated by land/sea-ice. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"113","TOPEX/POSEIDON_MERGED_GEOPHYSICAL_DATA_RECROD_VB","TOPEX/POSEIDON altimeter MGDR generation B (NASA/PO.DAAC)","PRODUCT","None."
"115","NSIDC SSM/I EASE-GRID OCEAN PARAMETERS","SSM/I Pathfinder EASE-Grid Ocean Geophysical Products (NOAA, NASA, NSIDC, Wentz)","PRODUCT","This data set contains daily averages of ocean wind speed, columnar water vapor and cloud liquid water derived from the SSM/I on board the DMSP F8 satellite. Data are available globally on a 25 km equal-area grid for the period between 1 August 1987 and 30 November 1988. Data is currently retired due to newer reprocessed versions being made available at Remote Sensing Systems."
"116","ATLAS SSM/I DERIVED GLOBAL OCEAN SURFACE WIND COMPONENTS","SSM/I Derived Global Ocean Surface Wind Components (Atlas et al.)","PRODUCT","This data consists of global surface wind analyses over the ocean. It is the latest of several variational analysis products containing SSM/I derived winds over the oceans produced by Robert Atlas and Joseph Ardizzone (NASA Goddard Space Flight Center) in collaboration with Ross N. Hoffman.   Product currently retired due to superseded versions. To learn more about this product as well as newer versions, please contact PO.DAAC user services at podaac@podaac.jpl.nasa.gov"
"117","TOPEX/POSEIDON_MERGED_GEOPHYSICAL_DATA_RECORD_A_UPDATED","TOPEX/POSEIDON MGDR-A Update files (NASA/PO.DAAC, CNES)","PRODUCT",""
"122","JPL_PODAAC_AOS_PRODUCT_113","Atlas of Ocean Sections CD-ROM (Swift, Rhines, Schlitzer)","PRODUCT","None."
"181","ASCAT","ADVANCED SCATTEROMETER","PROJECT","This collection references all of the datasets associated with the ASCAT project."
"182","ASCAT-L2-12.5km","MetOp-A ASCAT Level 2 12.5km Ocean Surface Wind Vectors in Full Orbit Swath","PRODUCT","TBD"
"183","ASCAT-L2-25km","MetOp-A ASCAT Level 2 25km Ocean Surface Wind Vectors in Full Orbit Swath","PRODUCT","TBD"
"12","GHRSST Level 2P European Medspiration NAR17 SST","L2P EUMETSAT-Ocean and Sea Ice Satellite Application Facility (OSI-SAF) Near Atlantic Regional (NAR) Sea Surface Temperature (SST-sub-skin) derived for seven separate areas at 2 km resolution every 6 hours","PRODUCT","The EUMETSAT OSI-SAF NAR SST products are SST fields derived from NOAA/AVHRR data and available over 6 pre-defined zones, 4 times per day.  After acquisition and calibration at CMS, the NOAA/AVHRR data are re-mapped onto a stereopolar grid to produce mosaics of consecutive orbits over Europe and the Near Atlantic at a 2 km resolution. Mosaics are made over a ""Rectification Grand Domaine"" area (RGD). For re-mapped grid points observed by more than one overpass, the smallest satellite zenith angle data are selected. In the normal conditions when two satellites are operational, four mosaics per day are produced for all the AVHRR channels. SSTs are then calculated from these data. Six zones are then extracted . They are 1024 * 1024 pixels in size to offer the users (presumably interested by local phenomena) the possibility of handling a restricted volume of data. Note that SSTs are calculated over the entire RGD, but only the predefined zones are delivered as NAR products.The operational CMS AVHRR cloud mask in use is based on a multi-spectral thresholding algorithm (Derrien and Le Gleau 1999). Some refinements specific to the marine conditions have been introduced including Use of fine scale climatology and a fine gradiant climatology to assist in the detection of clouds in areas characterised by strong thermal gradients. SSTs are derived from the 11 and 12 micron brightness temperatures (T11 and T12) . The NOAA /AVHRR has three IR channels : channel 3 (3.6-3.8 micron), channel 4 (10.2-11.2 micron) and channel 5 (11.5-12.5 micron) which provide IR data at 1-km spatial resolution at the satellite subpoint (Kidwell, 1997). NOAA-14 and NOAA-16 have similar characteristics, but with distinct radiometer filter functions that necessitate distinct algorithm coefficients. The algorithms coefficients are derived from multilinear regression on a simulation database . At night the use of the 3.7 channel in a triple window algorithm improves the SST retrieval performances under high water vapor content conditions.  The expected accuracy is defined as the expected bias and standard deviation of the primary calculations against drifting buoy measurements determined on a monthly or yearly basis. The following performance evaluation was derived from a detailed validation of NOAA/AVHRR derived SSTs (Brisson et al 2001). Bias: Apart for the first 2 months after the launch of a new satellite, the monthly biases should remain within +/-0.4 K by night. By day local biases of several K are possible because of shallow diurnal heating. 
Standard deviation: see table below: low-cloud cases (cloud coverage less than 10% of the validation box) have been separated from all cases (cloud coverage less than 60%). The ""expected maximum standard deviation"" or the expected maximum biases are the maximum values that can be observed under normal conditions. When these values are overpassed, some anomaly may have occurred and the problem must be identified. Standard deviation Table Yearly, all Monthly, all Yearly, low-cloud Monthly, lowcloud 0.7 0.8 0.6 0.7 
Physical definition 
subskin SST : Comparable to in situ (buoy) measurements at night. 
Relation to bulk SST: equivalent to bulk SST by night. By day, a bias of several Kelvin may be found under favorable diurnal heating conditions, 
Relation to skin SST: By day and by night the subskin SST is convertible to skin temperature by subtracting 0.2K. 
Units and range 
Units: Centi-Kelvins 
When using GRIB format, a scaling factor of 100 must be applied. 
No lower limit is imposed on the SST calculations, providing the sea is ice free. The expected range is thus from about -3 degC till 35 degC, corresponding to actual values of 27000 to 30800. 
Unprocessed data (for whatever reason) show a negative value (-32768) in HDF format, or is flagged as missing in GRIB section3. 
Origin 
SST calculated from the IR channel data of the NOAA/AVHRR re-mapped onto a stereopolar grid at 2 km resolution. SST are extracted over 6 pre-"
"130","BYU_seawinds_enhanced_sigma0","SeaWinds on ADEOS-II Enhanced Resolution Regionally Gridded Sigma-0 (BYU, D. Long)","PRODUCT","Enhanced resolution images made from SeaWinds data use two different forms of the single-variate Scatterometer Image Reconstruction (SIR) algorithm: for egg sigma-0 measurements the SIR algorithm is used while for slice sigma-0 measurements, the SIR with filtering (SIRF) algorithm is used. For egg measurements the full antenna/processing spatial response is used while a simplified spatial response function in which the spatial response is assumed to be 1 over the footprint and 0 elsewhere is used for slice measurements. The SIR algorithm with eggs makes images of sigma-0 at the measurement incidence angle on an 4.5 km pixel grid. The effective resolution varies depending on region and sampling conditions but is estimated to be 8-10 km in most areas. The SIRF algorithm with slices makes A images at 2.225 km pixel spacing with an estimated effective resolution of 6-8 km. Slice measurements are much noisier than egg measurements. For more information, please refer to: http://www.scp.byu.edu/docs/SeaWinds_user_notes.html"
"135","SEAWINDS LEVEL 1A","SeaWinds on ADEOS-II Level 1A Engineering Data Record","PRODUCT","The SeaWinds on ADEOS-II Level 1A dataset contains the UTC time tagging of science telemetry frames, assignment of ephemeris and attitude information to each frame, sensor data as converted to engineering units, and calibration pulse data. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/seawinds/doc/SWS_SDPUG_V2.0.pdf"
"142","ADEOS-II AMSR Passive Microwave L1A Data","ADEOS-II AMSR Passive Microwave L1A Data","PRODUCT","Product was intended as a near-real-time rolling-store distribution, and it has since been retired due to the failure of the ADEOS-II mission on 24 October 2003."
"13","GHRSST Level 2P European Medspiration NAR18 SST","L2P EUMETSAT-Ocean and Sea Ice Satellite Application Facility (OSI-SAF) Near Atlantic Regional (NAR) Sea Surface Temperature (SST-sub-skin) derived for seven separate areas at 2 km resolution every 6 hours","PRODUCT","The EUMETSAT OSI-SAF NAR SST products are SST fields derived from NOAA/AVHRR data and available over 6 pre-defined zones, 4 times per day.  After acquisition and calibration at CMS, the NOAA/AVHRR data are re-mapped onto a stereopolar grid to produce mosaics of consecutive orbits over Europe and the Near Atlantic at a 2 km resolution. Mosaics are made over a ""Rectification Grand Domaine"" area (RGD). For re-mapped grid points observed by more than one overpass, the smallest satellite zenith angle data are selected. In the normal conditions when two satellites are operational, four mosaics per day are produced for all the AVHRR channels. SSTs are then calculated from these data. Six zones are then extracted . They are 1024 * 1024 pixels in size to offer the users (presumably interested by local phenomena) the possibility of handling a restricted volume of data. Note that SSTs are calculated over the entire RGD, but only the predefined zones are delivered as NAR products.The operational CMS AVHRR cloud mask in use is based on a multi-spectral thresholding algorithm (Derrien and Le Gleau 1999). Some refinements specific to the marine conditions have been introduced including Use of fine scale climatology and a fine gradiant climatology to assist in the detection of clouds in areas characterised by strong thermal gradients. SSTs are derived from the 11 and 12 micron brightness temperatures (T11 and T12) . The NOAA /AVHRR has three IR channels : channel 3 (3.6-3.8 micron), channel 4 (10.2-11.2 micron) and channel 5 (11.5-12.5 micron) which provide IR data at 1-km spatial resolution at the satellite subpoint (Kidwell, 1997). NOAA-14 and NOAA-16 have similar characteristics, but with distinct radiometer filter functions that necessitate distinct algorithm coefficients. The algorithms coefficients are derived from multilinear regression on a simulation database . At night the use of the 3.7 channel in a triple window algorithm improves the SST retrieval performances under high water vapor content conditions.  The expected accuracy is defined as the expected bias and standard deviation of the primary calculations against drifting buoy measurements determined on a monthly or yearly basis. The following performance evaluation was derived from a detailed validation of NOAA/AVHRR derived SSTs (Brisson et al 2001). Bias: Apart for the first 2 months after the launch of a new satellite, the monthly biases should remain within +/-0.4 K by night. By day local biases of several K are possible because of shallow diurnal heating. 
Standard deviation: see table below: low-cloud cases (cloud coverage less than 10% of the validation box) have been separated from all cases (cloud coverage less than 60%). The ""expected maximum standard deviation"" or the expected maximum biases are the maximum values that can be observed under normal conditions. When these values are overpassed, some anomaly may have occurred and the problem must be identified. Standard deviation Table Yearly, all Monthly, all Yearly, low-cloud Monthly, lowcloud 0.7 0.8 0.6 0.7 
Physical definition 
subskin SST : Comparable to in situ (buoy) measurements at night. 
Relation to bulk SST: equivalent to bulk SST by night. By day, a bias of several Kelvin may be found under favorable diurnal heating conditions, 
Relation to skin SST: By day and by night the subskin SST is convertible to skin temperature by subtracting 0.2K. 
Units and range 
Units: Centi-Kelvins 
When using GRIB format, a scaling factor of 100 must be applied. 
No lower limit is imposed on the SST calculations, providing the sea is ice free. The expected range is thus from about -3 degC till 35 degC, corresponding to actual values of 27000 to 30800. 
Unprocessed data (for whatever reason) show a negative value (-32768) in HDF format, or is flagged as missing in GRIB section3. 
Origin 
SST calculated from the IR channel data of the NOAA/AVHRR re-mapped onto a stereopolar grid at 2 km resolution. SST are extracted over 6 pre-"
"95","WENTZ NIMBUS-7 SMMR","NIMBUS-7 SMMR GLOBAL AIR-SEA PARAMETERS IN SWATH (Wentz)","PRODUCT","Contains three parameters: ocean near-surface wind speed, columnar water vapor, and columnar liquid water. Product is produced by Frank Wentz at Remote Sensing Systems using data obtained from the Nimbus-7 Scanning Multichannel Microwave Radiometer (SMMR). Observations within 100 km of land are excluded; ice flags are also utilized. Data is obtained from all 10 individual SMMR channels, which closely correspond to the SMM/I channels and utilizing the same processing algorithms that were used to produce similar products derived from SSM/I observations (see PO.DAAC products 33 and 34). For more information, please refer to: ftp://podaac.jpl.nasa.gov/pub/documents/dataset_docs/smmr_wentz.html"
"106","SSM/I PATHFINDER LEVEL 3 OCEAN  WIND SPEED","SSM/I Pathfinder gridded ocean wind speed level 3 (NOAA, NASA, MSFC, Wentz)","PRODUCT","This product consists of gridded Level 3 5-daily and monthly averaged wind speeds calculated over the ocean using the algorithms developed by F. Wentz. The data were derived from the SSM/I (Special Sensor Microwave Imager) instrument on the DMSP F-8. Data is currently retired due to newer reprocessed versions being made available at Remote Sensing Systems."
"107","NSCAT LEVEL 0","NSCAT Non-redundant Raw Data Level 0","PRODUCT","The NSCAT Level 0 data includes the Platform Position Record, Time Difference File (TMDF), and the Signal Data Records. The Platform Position Record contains the spacecraft ephemeris data, which are reformatted later for Level 1 processing. TMDF has the time correlation constants that relate the spacecraft and NSCAT instrument timer clock counts to UTC, and is used to assign time tags to the NSCAT Level 0 frames. The Signal Data Records are the ADEOS LMDR frames containing the NSCAT telemetry and attitude data. Due to the asynchronicity between the NSCAT frames and the ADEOS LMDR frames, the NSCAT data stream must be extracted and frame-synchronized to obtain the individual NSCAT mission telemetry frames. The LMDR frames also contain attitude data (roll, pitch, yaw angles and rates) at 2 second intervals. The attitude data have been assigned to the NSCAT Level 0 frames on a latest-available-data (LAD) basis. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"109","NSCAT LEVEL 1.5","NSCAT Level 1.5 SDR, Geo-located Sigma-0 Cells","PRODUCT","NSCAT Level 1.5 data contains the radar backscatter cross section (sigma-0) computed from the various geometric and power terms contained in the Level 1 data. The sigma-0 values are then geo-located into cross-track and along track locations. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"120","TOPEX/POSEIDON_QUICK_LOOK_IMAGES","TOPEX/POSEIDON quick-look images and data (JPL)","PRODUCT","TBD"
"121","WOCE_SEA_SURFACE_TEMPERATURE_HEIGHT_WIND_GLOBAL_0.5_DEG_GRID_1990-97","Sea surface temperature, height, wind, global 0.5 deg grids 1990-2001 (JPL, WOCE)","PRODUCT","This product contains data grids and GIF images of 1) sea surface height (SSH) data from Topex/Poseidon, 2) sea surface temperature (SST) data from AVHRR on the NOAA-n satellites, 3) surface wind vectors, pseudostress and wind speed data from DMSP/SSMI"
"123","NCEP Reynolds Sea Surface 1 degree Temperature Climatology (Reynolds)","NCEP Reynolds Sea Surface 1 degree Temperature Climatology (Reynolds)","PRODUCT","This retired climatology has been derived from monthly optimum interpolation 
(OI) SST analyses with an adjusted base period of 1950-79. A complete 
paper on the SST climatology can be found in: 

Reynolds, R. W. and T. M. Smith, 1995: A high resolution global sea 
 surface temperature climatology. J. Climate, 8, 1571-1583. 
"
"124","TOPEX/POSEIDON_SEA_SURFACE_ANOMALY","TOPEX/Poseidon Sea Surface Anomaly (JPL)","PRODUCT","The TOPEX/Poseidon Sea Surface Anomaly product is generated from the TOPEX/Poseidon Merged Geophysical Data Record, Generation B (MGDRB). Coverage is 2 September 1992 - present, global oceans."
"125","ERS1_JPL","ERS-1 Altimeter Value Added GDR (JPL, UTCSR, OSU)","PRODUCT","The ERS-1 Altimeter Value-Added Geophysical Data Record contains global measurements of sea surface height using the original ERS-1 radar altimeter ocean products from CERSAT. New orbits from University of Texas and German DPAF, revised environmental corre"
"126","JPL_NCEP_REYNOLDS_HISTSST","NCEP Reynolds Historical Reconstructed Sea Surface Temperature Data Set","PRODUCT","This data set consists of monthly global sea surface temperature fields on a 2 degree by 2 degree grid from 1950 to December of 1998. The analysis uses both in-situ SSTs and satellite derived SSTs from the NOAA Advanced Very High Resolution Radiometer."
"127","JPL_NCEP_REYNOLDS_OIS_SST","NCEP Reynolds Optimally Interpolated Sea Surface Temperature Data Sets","PRODUCT","This data set consists of weekly and monthly global sea surface temperature fields on a 1 degree by 1 degree grid. The analysis uses both in-situ SSTs and satellite derived SSTs from the NOAA Advanced Very High Resolution Radiometer (AVHRR)."
"128","PODAAC_ATSR2_120","ATSR-2 Gridded Brightness Temperature Data Set (ESA)","PRODUCT","Gridded brightness temperatures from the Along-Track Scanning Radiometer-2 (ATSR-2) on-board the European Remote Sensing Satellites 2 (ERS-2) are available in 512 x 512 gridded arrays at a 1 kilometer resolution."
"129","BYU_seawinds_sigma0_browse","SeaWinds on ADEOS-II Daily Sigma-0 Browse Images (BYU, D. Long)","PRODUCT","Pre-plotted Sigma-0 browse images are provided in GIF format for the globe and various ocean regions. Scatterometer Image Reconstruction (SIR) files are also available. For more information, refer to the users guide: ftp://podaac.jpl.nasa.gov/ocean_wind/seawinds/sigma0browse/doc/dLongSWBrw.pdf"
"131","Sea_surface_temperature","Sea Surface Temperature and Height, Global 0.5 and 1.0 deg grids (JPL, WOCE v2)","PRODUCT","This CD-ROM set contains data grids and GIF images of 1) sea surface height (SSH) data from TOPEX/POSEIDON, 2) sea surface temperature (SST) data from AVHRR on the NOAA-n satellites. Both data sets are provided on the same two grid patterns: 1) 0.5 degree"
"132","SEAWINDS ANCILLARY","SeaWinds on ADEOS-II Ancillary Data","PRODUCT","Contains the full Ancillary dataset relevant to the SeaWinds Scatterometer Mission, which include all Level Processor input, excecpt for the primary input files, used to derive the science data products."
"133","SEAWINDS RAW TELEMETRY","SeaWinds on ADEOS-II Raw Level 0 Telemetry Data from Ground Stations","PRODUCT","SeaWinds on ADEOS-II Level 0 Raw Telemetry data contains the mission telemetry data subsetted into multiple files. Telemetry is derived from the Command and Data Subsystem (CDS). Each 100-pulse telemetry frame is contained in three consecutive telemetry packets. Level 0 processing checks for bad or missing packets and assembles the corresponding packet triplets into frame-records and assigns a frame quality flag. Three critical sets of information are included: UTC time correlation, GPS state vectors (spacecraft ephemeris), and spacecraft attitude. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/seawinds/doc/SWS_SDPUG_V2.0.pdf"
"136","SEAWINDS LEVEL 1B","SeaWinds on ADEOS-II Level 1B Earth-Located Sigma0s","PRODUCT","The SeaWinds on ADEOS-II Level 1B dataset contains the geo-located Sigma-0 measurements and antenna cell/slice geometries as derived from ephemeris and the Level 1A dataset. Quality Assurance files are also included to verify the quality of the Level 1B processing. For more information, please visit:ftp://podaac.jpl.nasa.gov/pub/ocean_wind/seawinds/doc/SWS_SDPUG_V2.0.pdf"
"140","TOPEX/POSEIDON_ATG","TOPEX/POSEIDON Along Track Gridded Sea Surface Height Anomaly (NASA/PO.DAAC)","PRODUCT","The TOPEX/Poseidon Along Track Gridded Sea Surface Height Anomaly (TPATG_SSHA_V2) product is generated from the TOPEX/Poseidon Sea Surface Height Anomaly (TPSSHA) product. The Sea Surface Heignt Anomaly, the only parameter in this product, represents the d"
"141","NSCAT Ancillary Data (JPL)","NSCAT Ancillary Data (JPL)","PRODUCT","NSCAT Ancillary information including orbital revolution time and quality assurance information. This is version 0, which designates the initial calibration, validation and science data processing on behalf of the JPL NSCAT Project. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/nscat/doc/nscat_manual.pdf"
"143","TOPEX/POSEIDON_GEOPHYSICAL_DATA_RECORD_CORRECTION_PRODUCT","TOPEX GDR Correction Product - GCP (Callahan)","PRODUCT","TBD"
"144","JPL_PODAAC_AOS_V2_PRODUCT_171","Atlas of Ocean Sections v2 CD-ROM (Swift, Osborne, Weir)","PRODUCT","This CD-ROM, authored by J. Swift, J. Osborne, and J. Weir, contains a set of in-situ observations of temperature, salinity, oxygen, nutrients and other chemicals (""hydrographic"" data), for various ocean depths, at the locations where oceanographic researc"
"145","WOCE_SEA_SURFACE_TEMPERATURE_HEIGHT_WIND_GLOBAL_0.5_1.0_DEG_GRID_V3","Sea Surface Temperature and Height, Global 0.5 and 1.0 deg grids (JPL, WOCE v3)","PRODUCT","TBD"
"148","QSCAT STRESS LEVEL 2B","SeaWinds on QuikSCAT Level 2B Derived Multialgorithm Wind Stress","PRODUCT","Distribution of this product has been discontinued since April of 2007 and production ceased on December 31, 2007. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/quikscat/stress/README"
"149","QSCAT STRESS LEVEL 3","SeaWinds on QuikSCAT Level 3 Derived Multialgorithm Wind Stress","PRODUCT","Distribution of this product has been discontinued since April of 2007 and production ceased on December 31, 2007. For more information, please visit: ftp://podaac.jpl.nasa.gov/pub/ocean_wind/quikscat/stress/README"
"150","TPSSHA","TOPEX/POSEIDON Sea Surface Height Anomaly (NASA/PO.DAAC)","PRODUCT","The TOPEX/Poseidon Sea Surface Height Anomaly product is generated from the TOPEX/Poseidon Merged Geophysical Data Record, Generation B (MGDRB). The Sea Surface Heignt Anomaly, the principal parameter in this product, represents the difference between the"
"151","GOES_derived_SST_Data_Sets","GOES L3 6km Near Real-Time SST (NOAA/NESDIS)","PRODUCT","Sea Surface Temperatures have been derived from the series of NOAA""s Geostationary Operational Environmental Satellites (GOES). Data is obtained at a near real-time rate with 1 hour, 3 hour, and 24 hour gridded files of SST created at a spatial resolution"
"152","TOPEX/POSEIDON Near Real Time Sea Surface Height Anomaly (Desai, Haines)","TOPEX/POSEIDON Near Real Time Sea Surface Height Anomaly (Desai, Haines)","PRODUCT","TBD"
